"PDF相对路径","章节目录","PDF页码","页数","证据方式","提取字符数","关联知识点","关联题目编号","关联题目数量","覆盖状态"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","6","14","PDF文本层","46","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","7","14","PDF文本层","134","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","8","14","PDF文本层","129","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","9","14","PDF文本层","233","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","10","14","PDF文本层","195","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","11","14","PDF文本层","114","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","12","14","PDF文本层","92","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","13","14","PDF文本层","70","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/e50aef0a-ac3d-4775-a81e-b8e3cc73adf1.pdf","第一章","14","14","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","1","13","PDF文本层","7","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","2","13","PDF文本层","47","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","3","13","PDF文本层","66","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","4","13","PDF文本层","46","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","5","13","PDF文本层","27","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","6","13","PDF文本层","82","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","7","13","PDF文本层","91","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","8","13","PDF文本层","49","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","9","13","PDF文本层","191","深度学习；优化算法 SGD 与 Adam","203、222、243、268","4","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","10","13","PDF文本层","103","深度学习；优化算法 SGD 与 Adam","203、222、243、268","4","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","11","13","PDF文本层","176","深度学习；优化算法 SGD 与 Adam","203、222、243、268","4","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","12","13","PDF文本层","43","深度学习；优化算法 SGD 与 Adam","203、222、243、268","4","仅关键词候选，未逐题证实"
"第一章/1-5/ec658fb9-cc4c-4d79-8bfc-7969d5c6373c.pdf","第一章","13","13","PDF文本层","27","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","1","11","PDF文本层","805","服务监控日志分析；附件题目 · 产品运维；附件题目 · 产品运维｜Kubernetes资源映射；附件题目 · 产品运维｜多节点部署前置条件；附件题目 · 产品运维｜RTO与RPO；附件题目 · 产品运维｜黑盒与白盒监控","655、676、677、678、679、701、703、705、707、709、717、735、748、751、752、753、767、779、780、781、782","21","仅关键词候选，未逐题证实"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","2","11","PDF文本层","29","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","3","11","PDF文本层","78","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","4","11","PDF文本层","173","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","5","11","PDF文本层","366","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","6","11","PDF文本层","607","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","7","11","PDF文本层","633","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","8","11","PDF文本层","1183","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","9","11","PDF文本层","1367","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","10","11","PDF文本层","1113","产品交付流程","521、532、581、619","4","仅关键词候选，未逐题证实"
"第七章/8c17408d-3e98-4730-843b-e5e3729cf925.pdf","第七章","11","11","PDF文本层","315","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","1","39","OCR待图核","101","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","2","39","OCR待图核","105","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","3","39","OCR待图核","14","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","4","39","OCR待图核","860","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","5","39","OCR待图核","687","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","6","39","OCR待图核","619","Kafka 与 Elasticsearch；附件题目 · 设计开发；持久化存储资源映射","321、332、374、381、419、745","6","已定位依据题：374、745；另有关键词候选题：321、332、381、419"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","7","39","OCR待图核","199","非功能需求","282、302、318","3","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","8","39","OCR待图核","262","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","9","39","OCR待图核","254","深度学习；机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现；功能需求","203、207、240、243、247、268、275、279、281、301、314","11","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","10","39","OCR待图核","221","Kafka 与 Elasticsearch","321、332、381、419","4","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","11","39","OCR待图核","245","附件题目 · 产品运维｜Kubernetes资源映射","779","1","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","12","39","OCR待图核","174","网络爬虫组成","50、96、130、180","4","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","13","39","OCR待图核","72","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","14","39","OCR待图核","224","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","15","39","OCR待图核","162","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","16","39","OCR待图核","153","Kafka 与 Elasticsearch；附件题目 · 产品运维｜Kubernetes资源映射","321、332、381、419、779","5","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","17","39","OCR待图核","162","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","18","39","OCR待图核","231","Kafka 与 Elasticsearch；附件题目 · 产品运维｜Kubernetes资源映射","321、332、381、419、779","5","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","19","39","OCR待图核","419","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","20","39","OCR待图核","16","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","21","39","OCR待图核","102","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","22","39","OCR待图核","139","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","23","39","OCR待图核","146","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","24","39","OCR待图核","432","Kafka 与 Elasticsearch；分阶段验收","321、332、381、419、558","5","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","25","39","OCR待图核","112","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","26","39","OCR待图核","68","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","27","39","OCR待图核","12","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","28","39","OCR待图核","345","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","29","39","OCR待图核","361","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","30","39","OCR待图核","287","附件题目 · 产品运维｜Kubernetes资源映射","779","1","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","31","39","OCR待图核","309","故障处理流程；根因分析 RCA；故障复盘","643、691、711、723、771、794","6","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","32","39","OCR待图核","18","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","33","39","OCR待图核","14","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","34","39","OCR待图核","37","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","35","39","OCR待图核","23","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","36","39","OCR待图核","120","故障处理流程；根因分析 RCA；故障复盘","643、691、711、723、771、794","6","仅关键词候选，未逐题证实"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","37","39","OCR待图核","66","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","38","39","OCR待图核","105","","","0","本页无已关联题目；不等于知识点已覆盖"
"第七章/bcb52e53-ccbf-4001-ae67-a9044a59612c.pdf","第七章","39","39","OCR待图核","131","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","1","113","OCR待图核","101","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","2","113","OCR待图核","58","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","3","113","OCR待图核","46","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","4","113","OCR待图核","116","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","5","113","OCR待图核","93","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","6","113","OCR待图核","243","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","7","113","OCR待图核","254","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","8","113","OCR待图核","161","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","9","113","OCR待图核","222","分阶段验收","558","1","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","10","113","OCR待图核","200","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","11","113","OCR待图核","129","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","12","113","OCR待图核","130","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","13","113","OCR待图核","79","监督学习、无监督学习与强化学习；Ring AllReduce","202、242、267、346","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","14","113","OCR待图核","169","深度学习；Ring AllReduce","203、243、268、346","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","15","113","OCR待图核","4","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","16","113","OCR待图核","140","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","17","113","OCR待图核","277","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","18","113","OCR待图核","531","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","19","113","OCR待图核","216","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","20","113","OCR待图核","324","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","21","113","OCR待图核","121","深度学习","203、243、268","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","22","113","OCR待图核","746","特征工程；深度学习","43、74、123、173、203、243、268","7","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","23","113","OCR待图核","157","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","24","113","OCR待图核","4","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","25","113","OCR待图核","178","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","26","113","OCR待图核","125","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","27","113","OCR待图核","227","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","28","113","OCR待图核","235","非功能需求","282、302、318","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","29","113","OCR待图核","190","图像数据标注；深度学习","51、97、131、203、243、268","6","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","30","113","OCR待图核","185","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","31","113","OCR待图核","387","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","32","113","OCR待图核","310","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","33","113","OCR待图核","16","Ring AllReduce","346","1","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","34","113","OCR待图核","339","监督学习、无监督学习与强化学习；Ring AllReduce","202、242、267、346","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","35","113","OCR待图核","263","特征工程；监督学习、无监督学习与强化学习","43、74、123、173、202、242、267","7","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","36","113","OCR待图核","303","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","37","113","OCR待图核","251","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","38","113","OCR待图核","420","MLOps 中的 CI、CD 与 CT；MLOps 的 CI/CD/CT","323、334、350、383、421","5","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","39","113","OCR待图核","120","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","40","113","OCR待图核","303","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","41","113","OCR待图核","6","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","42","113","OCR待图核","144","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","43","113","OCR待图核","143","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","44","113","OCR待图核","82","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","45","113","OCR待图核","139","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","46","113","OCR待图核","84","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","47","113","OCR待图核","2114","图像数据标注","51、97、131","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","48","113","OCR待图核","300","图像数据标注","51、97、131","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","49","113","OCR待图核","405","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","50","113","OCR待图核","618","安全测试","470","1","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","51","113","OCR待图核","263","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","52","113","OCR待图核","228","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","53","113","OCR待图核","232","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","54","113","OCR待图核","163","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","55","113","OCR待图核","139","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","56","113","OCR待图核","413","图像数据标注","51、97、131","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","57","113","OCR待图核","195","网络爬虫组成","50、96、130、180","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","58","113","OCR待图核","193","数据清洗；数据清洗目标","42、122、172、192","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","59","113","OCR待图核","746","网络爬虫组成；分阶段验收","50、96、130、180、558","5","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","60","113","OCR待图核","145","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","61","113","OCR待图核","40","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","62","113","OCR待图核","122","网络爬虫组成","50、96、130、180","4","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","63","113","OCR待图核","259","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","64","113","OCR待图核","355","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","65","113","OCR待图核","39","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","66","113","OCR待图核","36","监督学习、无监督学习与强化学习；功能需求","202、242、267、281、301、314","6","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","67","113","OCR待图核","79","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","68","113","OCR待图核","42","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","69","113","OCR待图核","62","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","70","113","OCR待图核","394","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","71","113","OCR待图核","291","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","72","113","OCR待图核","152","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","73","113","OCR待图核","147","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","74","113","OCR待图核","36","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","75","113","OCR待图核","177","监督学习、无监督学习与强化学习；功能需求","202、242、267、281、301、314","6","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","76","113","OCR待图核","197","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","77","113","OCR待图核","114","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","78","113","OCR待图核","158","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","79","113","OCR待图核","200","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","80","113","OCR待图核","403","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","81","113","OCR待图核","54","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","82","113","OCR待图核","156","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","83","113","OCR待图核","114","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","84","113","OCR待图核","47","","","0","本页无已关联题目；不等于知识点已覆盖"
"第三章/84bd4579-0fab-4f64-bf3d-426fdac8afa9.pdf","第三章","85","113","OCR待图核","222","机器学习框架；机器学习框架的底层实现；机器学习框架接口；TensorFlow底层实现","207、240、247、275、279","5","仅关键词候选，未逐题证实"
